ID,AssignedTo,CPUDemand,SemanticVector,Step
5,1.0,5,"[0.9997261762619019, 0.1627817153930664, 0.8479945063591003, 0.6684966683387756, 0.12492343038320541, 0.31764817237854004, 0.7774884104728699, 0.7944404482841492, 0.2819842994213104, 0.15299615263938904, 0.9788642525672913, 0.9831269383430481, 0.6178935170173645, 0.6473819017410278, 0.18065373599529266, 0.5547969341278076]",14
6,6.0,1,"[0.8154782056808472, 0.6947055459022522, 0.3157218098640442, 0.046919409185647964, 0.8722984790802002, 0.9816628694534302, 0.38198456168174744, 0.733476996421814, 0.6680834889411926, 0.30965036153793335, 0.8972811698913574, 0.10872336477041245, 0.9121893048286438, 0.3273174464702606, 0.4124772846698761, 0.649539053440094]",14
1,1.0,1,"[0.5672286152839661, 0.3968625068664551, 0.37712740898132324, 0.26986825466156006, 0.011973464861512184, 0.8632357716560364, 0.5453848838806152, 0.09879672527313232, 0.014624695293605328, 0.7359716296195984, 0.5281286239624023, 0.12480563670396805, 0.4602435827255249, 0.47654545307159424, 0.3218652307987213, 0.5794561505317688]",15
2,1.0,2,"[0.7612946033477783, 0.6978181004524231, 0.6603794693946838, 0.18242891132831573, 0.5102218985557556, 0.08250701427459717, 0.779335618019104, 0.3398614823818207, 0.8863933086395264, 0.6698678135871887, 0.30152758955955505, 0.6828521490097046, 0.9630418419837952, 0.9195300340652466, 0.3545590341091156, 0.8409683704376221]",15
3,1.0,3,"[0.5420575141906738, 0.10124092549085617, 0.880149245262146, 0.7150753736495972, 0.26071083545684814, 0.18651656806468964, 0.3602372705936432, 0.4281357228755951, 0.5883035063743591, 0.22421491146087646, 0.8292409181594849, 0.4313305914402008, 0.5385041236877441, 0.227805033326149, 0.4389398396015167, 0.3196951448917389]",15
4,1.0,4,"[0.8691378235816956, 0.3421056866645813, 0.6884244680404663, 0.8490134477615356, 0.8670827746391296, 0.1624058187007904, 0.9213863015174866, 0.714240550994873, 0.6567751169204712, 0.8537857532501221, 0.5080966949462891, 0.1578885316848755, 0.6961153149604797, 0.7501736283302307, 0.23277395963668823, 0.8224195837974548]",15
5,1.0,5,"[0.01601436547935009, 0.25700613856315613, 0.012597458437085152, 0.4624413847923279, 0.1601642519235611, 0.8316519260406494, 0.603101372718811, 0.9399592280387878, 0.8528462648391724, 0.01256266888231039, 0.5174887776374817, 0.36060652136802673, 0.6559698581695557, 0.5372897982597351, 0.06161229684948921, 0.7309650182723999]",15
6,6.0,1,"[0.7748890519142151, 0.10588688403367996, 0.08819596469402313, 0.1140255555510521, 0.8082314729690552, 0.8661563396453857, 0.9935959577560425, 0.512114942073822, 0.8690236210823059, 0.9099251627922058, 0.6587986946105957, 0.31864380836486816, 0.048816487193107605, 0.518315851688385, 0.1926010251045227, 0.9797995686531067]",15
1,1.0,1,"[0.6786346435546875, 0.7561500668525696, 0.437200665473938, 0.37377020716667175, 0.7421591281890869, 0.06783729046583176, 0.4677332639694214, 0.27503421902656555, 0.7147855162620544, 0.7362489700317383, 0.7870690226554871, 0.45805686712265015, 0.2035265862941742, 0.8903332948684692, 0.3542478084564209, 0.9691864848136902]",16
2,1.0,2,"[0.5824170708656311, 0.9170271158218384, 0.2818164825439453, 0.9968506693840027, 0.10837791860103607, 0.17655327916145325, 0.8366624712944031, 0.28131920099258423, 0.17789234220981598, 0.4629426598548889, 0.5661118030548096, 0.5900653600692749, 0.9289683103561401, 0.39985010027885437, 0.8362947106361389, 0.2470960021018982]",16
3,1.0,3,"[0.6445328593254089, 0.8770434856414795, 0.23638570308685303, 0.02047676593065262, 0.24674805998802185, 0.7805875539779663, 0.1651037186384201, 0.6364488005638123, 0.5259434580802917, 0.1267160326242447, 0.31220462918281555, 0.14044563472270966, 0.24786175787448883, 0.1634560078382492, 0.8514894843101501, 0.25716501474380493]",16
4,1.0,4,"[0.9359559416770935, 0.8277021646499634, 0.17036524415016174, 0.11445992439985275, 0.9299727082252502, 0.24925574660301208, 0.042755935341119766, 0.24714769423007965, 0.809259831905365, 0.2418268769979477, 0.45467647910118103, 0.5187778472900391, 0.034169163554906845, 0.9429254531860352, 0.9981601238250732, 0.9471057057380676]",16
5,6.0,5,"[0.5630728006362915, 0.5478007793426514, 0.8916589617729187, 0.8125596046447754, 0.9860861301422119, 0.46692633628845215, 0.8651765584945679, 0.5786946415901184, 0.2534654140472412, 0.27003830671310425, 0.5817481875419617, 0.24611955881118774, 0.4350062608718872, 0.8728162050247192, 0.48449304699897766, 0.5020520091056824]",16
6,1.0,1,"[0.22665412724018097, 0.34471040964126587, 0.07346236705780029, 0.19764764606952667, 0.7946158051490784, 0.4926128387451172, 0.6490020751953125, 0.2872389554977417, 0.028022216632962227, 0.34759706258773804, 0.11667335033416748, 0.0814155712723732, 0.11708325147628784, 0.4909788966178894, 0.9082595705986023, 0.870139479637146]",16
1,1.0,1,"[0.6351346969604492, 0.9136659502983093, 0.4331166744232178, 0.5611096024513245, 0.4168645739555359, 0.3177148401737213, 0.1598358303308487, 0.8249393701553345, 0.4441978931427002, 0.06831493228673935, 0.9733609557151794, 0.4878307580947876, 0.9665067195892334, 0.8665662407875061, 0.973630428314209, 0.11424288898706436]",17
2,1.0,2,"[0.8742132186889648, 0.011910280212759972, 0.5274486541748047, 0.6606187224388123, 0.2546294927597046, 0.8139245510101318, 0.11920572072267532, 0.48324140906333923, 0.05079209804534912, 0.506428599357605, 0.8916566371917725, 0.39553341269493103, 0.38405004143714905, 0.33130985498428345, 0.8151845932006836, 0.6048223972320557]",17
3,1.0,3,"[0.4441330134868622, 0.8616669774055481, 0.41464513540267944, 0.06753554195165634, 0.630466103553772, 0.42471054196357727, 0.9185342192649841, 0.49976953864097595, 0.34963786602020264, 0.7892341017723083, 0.9217327237129211, 0.050835948437452316, 0.7541257739067078, 0.866532027721405, 0.7377360463142395, 0.6310539841651917]",17
4,1.0,4,"[0.4230459928512573, 0.21873770654201508, 0.39070820808410645, 0.36966878175735474, 0.9645480513572693, 0.22676202654838562, 0.5793856978416443, 0.12529240548610687, 0.5383378267288208, 0.689113199710846, 0.6368828415870667, 0.6869505047798157, 0.2081214189529419, 0.9983183741569519, 0.05017693340778351, 0.8987613320350647]",17
5,6.0,5,"[0.4883119761943817, 0.7867739796638489, 0.3055696487426758, 0.3872421979904175, 0.7561210989952087, 0.8204789161682129, 0.8498852849006653, 0.652247965335846, 0.15292590856552124, 0.36411115527153015, 0.06467685848474503, 0.7274837493896484, 0.7179000377655029, 0.6660476326942444, 0.762596845626831, 0.22841240465641022]",17
6,6.0,1,"[0.02558429352939129, 0.9565498232841492, 0.3118551969528198, 0.31179651618003845, 0.12736620008945465, 0.2780897319316864, 0.4595946669578552, 0.7104300856590271, 0.352921724319458, 0.5998296141624451, 0.5159561038017273, 0.5071579813957214, 0.1980006992816925, 0.890139102935791, 0.191547229886055, 0.255029559135437]",17
1,1.0,1,"[0.32467859983444214, 0.9349666833877563, 0.5948315262794495, 0.17066742479801178, 0.8033131957054138, 0.6359267830848694, 0.6307227611541748, 0.8536989092826843, 0.7885991334915161, 0.18028442561626434, 0.05096576362848282, 0.5487930178642273, 0.01339725498110056, 0.2900204062461853, 0.7780857086181641, 0.9229251146316528]",18
2,6.0,2,"[0.06792040169239044, 0.14164674282073975, 0.23817521333694458, 0.28998932242393494, 0.7896219491958618, 0.022687571123242378, 0.3652404844760895, 0.6858869791030884, 0.8493552207946777, 0.9198415279388428, 0.6903979182243347, 0.8644708395004272, 0.6416035294532776, 0.41833460330963135, 0.5349292755126953, 0.9778875708580017]",18
3,1.0,3,"[0.6011047959327698, 0.7761775851249695, 0.3684651851654053, 0.25342857837677, 0.805363655090332, 0.740447998046875, 0.010030411183834076, 0.43724313378334045, 0.8929218053817749, 0.03272746875882149, 0.9188246726989746, 0.241643026471138, 0.7258111834526062, 0.35029280185699463, 0.13547761738300323, 0.9629294276237488]",18
4,1.0,4,"[0.9919237494468689, 0.030256519094109535, 0.8373746871948242, 0.36547327041625977, 0.8240656852722168, 0.6406707167625427, 0.24849329888820648, 0.4191836714744568, 0.37017473578453064, 0.8608534932136536, 0.3537602722644806, 0.45166513323783875, 0.6120772361755371, 0.6793360114097595, 0.525515615940094, 0.9572281241416931]",18
5,1.0,5,"[0.667536735534668, 0.6160742044448853, 0.0006572662969119847, 0.240338534116745, 0.4849216639995575, 0.5778329372406006, 0.6825968027114868, 0.44659873843193054, 0.11966568976640701, 0.4137727618217468, 0.6670777201652527, 0.2272511124610901, 0.47042927145957947, 0.7263665199279785, 0.05983954668045044, 0.8269351124763489]",18
6,5.0,1,"[0.07488711178302765, 0.9261181950569153, 0.825118899345398, 0.371070921421051, 0.7808213233947754, 0.23735593259334564, 0.6643385887145996, 0.026100941002368927, 0.9369502663612366, 0.9973273873329163, 0.5700453519821167, 0.8659619092941284, 0.9427459836006165, 0.2098638266324997, 0.5253693461418152, 0.5095441937446594]",18
1,1.0,1,"[0.6115046739578247, 0.016142118722200394, 0.035242658108472824, 0.10084667056798935, 0.14411111176013947, 0.8024792671203613, 0.33670884370803833, 0.016413887962698936, 0.4699150621891022, 0.031505681574344635, 0.4077152907848358, 0.7646865248680115, 0.6789261698722839, 0.8735681772232056, 0.591563880443573, 0.8063386678695679]",19
2,1.0,2,"[0.6787300109863281, 0.8999534845352173, 0.10147746652364731, 0.7192761898040771, 0.1653336137533188, 0.743170976638794, 0.11808474361896515, 0.6250133514404297, 0.09743298590183258, 0.15679137408733368, 0.03570890426635742, 0.04922770336270332, 0.2952093183994293, 0.7657362222671509, 0.21711324155330658, 0.1357239931821823]",19
3,1.0,3,"[0.011954059824347496, 0.03864073380827904, 0.5325721502304077, 0.23544390499591827, 0.3318273425102234, 0.8972581028938293, 0.36663109064102173, 0.2763728201389313, 0.08826665580272675, 0.9224243760108948, 0.5736768245697021, 0.4548758864402771, 0.08808393776416779, 0.49262359738349915, 0.19958172738552094, 0.29217201471328735]",19
4,1.0,4,"[0.7268536686897278, 0.43686866760253906, 0.998762845993042, 0.9368799328804016, 0.026625357568264008, 0.5068268775939941, 0.9492278099060059, 0.06776278465986252, 0.2578789293766022, 0.6211047172546387, 0.029275473207235336, 0.9112246036529541, 0.5787084102630615, 0.060975659638643265, 0.4989907741546631, 0.9851391315460205]",19
5,1.0,5,"[0.4194914996623993, 0.8540701270103455, 0.263367623090744, 0.018582073971629143, 0.5656053423881531, 0.7239255905151367, 0.04162023961544037, 0.6948705911636353, 0.06028053164482117, 0.23771804571151733, 0.4110879898071289, 0.7459619045257568, 0.26460421085357666, 0.5427610278129578, 0.21857048571109772, 0.461797297000885]",19
6,1.0,1,"[0.26293477416038513, 0.8108963966369629, 0.7590205669403076, 0.8445385098457336, 0.39687278866767883, 0.8097245693206787, 0.0902639627456665, 0.013739371672272682, 0.4580763578414917, 0.18949471414089203, 0.4397875666618347, 0.17973077297210693, 0.8757221698760986, 0.24943499267101288, 0.8423856496810913, 0.33837252855300903]",19
1,2.0,1,"[0.6281716823577881, 0.3752354383468628, 0.13799715042114258, 0.346298485994339, 0.11138933897018433, 0.5620366930961609, 0.2506442368030548, 0.722970724105835, 0.24145056307315826, 0.9516045451164246, 0.5666559338569641, 0.6771560907363892, 0.36028581857681274, 0.860061764717102, 0.7044920921325684, 0.14056088030338287]",20
2,1.0,2,"[0.8995699882507324, 0.7811746597290039, 0.988041877746582, 0.43436333537101746, 0.25880494713783264, 0.9121129512786865, 0.11929387599229813, 0.4527219533920288, 0.6332882046699524, 0.28807660937309265, 0.7281850576400757, 0.7540794610977173, 0.953192412853241, 0.526810348033905, 0.731204092502594, 0.6045962572097778]",20
3,1.0,3,"[0.5257759094238281, 0.7221463322639465, 0.8991352915763855, 0.6024274826049805, 0.2010548710823059, 0.2770700454711914, 0.23352913558483124, 0.04388320818543434, 0.5606502890586853, 0.48734933137893677, 0.2701007127761841, 0.48471248149871826, 0.36655905842781067, 0.11030560731887817, 0.889879047870636, 0.6963084936141968]",20
4,1.0,4,"[0.37626656889915466, 0.36553895473480225, 0.8112215399742126, 0.6235878467559814, 0.16919291019439697, 0.7173430919647217, 0.04275594651699066, 0.6747291684150696, 0.14724990725517273, 0.3578590750694275, 0.6355813145637512, 0.8089120388031006, 0.636906087398529, 0.08511446416378021, 0.9391028881072998, 0.4277403652667999]",20
5,1.0,5,"[0.21149441599845886, 0.9412897825241089, 0.6625822186470032, 0.02317686192691326, 0.919063925743103, 0.4917919337749481, 0.06094891205430031, 0.6420847773551941, 0.20140473544597626, 0.30462920665740967, 0.35552099347114563, 0.9783793687820435, 0.4247530400753021, 0.7903428077697754, 0.1969597041606903, 0.741331160068512]",20
6,1.0,1,"[0.661841869354248, 0.24939791858196259, 0.41872653365135193, 0.8230130672454834, 0.2071601003408432, 0.42846643924713135, 0.48197489976882935, 0.9547741413116455, 0.5202049612998962, 0.3280441164970398, 0.25569427013397217, 0.2502845525741577, 0.21934254467487335, 0.8865655064582825, 0.1734617054462433, 0.7501732110977173]",20
1,1.0,1,"[0.882002592086792, 0.8167477250099182, 0.8356410264968872, 0.22930100560188293, 0.9641549587249756, 0.7665761113166809, 0.12620584666728973, 0.32613515853881836, 0.7757859230041504, 0.16980604827404022, 0.9478029608726501, 0.24889332056045532, 0.24704977869987488, 0.9002565741539001, 0.5712408423423767, 0.09262540936470032]",21
2,2.0,2,"[0.5951393842697144, 0.1833290010690689, 0.7728303074836731, 0.25429150462150574, 0.23826755583286285, 0.1541714370250702, 0.6242539286613464, 0.757806122303009, 0.6983400583267212, 0.41104334592819214, 0.7279029488563538, 0.3250496983528137, 0.6643170118331909, 0.8691769242286682, 0.5075764060020447, 0.9743387699127197]",21
3,1.0,3,"[0.41151148080825806, 0.7174782156944275, 0.4916297495365143, 0.1507796049118042, 0.9767969846725464, 0.8154231309890747, 0.9425594210624695, 0.23574374616146088, 0.596432089805603, 0.30538615584373474, 0.1819005310535431, 0.5617729425430298, 0.5280200839042664, 0.6435184478759766, 0.822263240814209, 0.23575080931186676]",21
4,1.0,4,"[0.07264679670333862, 0.026864424347877502, 0.09259592741727829, 0.2833957374095917, 0.6196379065513611, 0.7843303680419922, 0.06645957380533218, 0.6583130359649658, 0.05121202394366264, 0.7342625856399536, 0.3385344445705414, 0.11530541628599167, 0.7309381365776062, 0.18246115744113922, 0.5137714147567749, 0.9575687646865845]",21
5,1.0,5,"[0.7600198984146118, 0.05793377012014389, 0.4463362991809845, 0.41104525327682495, 0.041104935109615326, 0.9120697975158691, 0.502738356590271, 0.058523695915937424, 0.5687239170074463, 0.1552899330854416, 0.14304812252521515, 0.2971740663051605, 0.7031365036964417, 0.4600609540939331, 0.9758551120758057, 0.6412767767906189]",21
6,1.0,1,"[0.750303328037262, 0.7530911564826965, 0.06322300434112549, 0.3354959189891815, 0.9692397713661194, 0.9046398997306824, 0.7671718001365662, 0.23432470858097076, 0.47899872064590454, 0.5361934900283813, 0.20522235333919525, 0.8429099917411804, 0.667091429233551, 0.9230278134346008, 0.06334295123815536, 0.3573179543018341]",21
1,6.0,1,"[0.5758599638938904, 0.6944710612297058, 0.20433811843395233, 0.20237486064434052, 0.7490289211273193, 0.9330389499664307, 0.6596783995628357, 0.14366810023784637, 0.6552064418792725, 0.881970226764679, 0.46638843417167664, 0.6987199187278748, 0.29352399706840515, 0.36713993549346924, 0.040265507996082306, 0.6125954389572144]",22
2,1.0,2,"[0.454708069562912, 0.4470660388469696, 0.7975763082504272, 0.5129346251487732, 0.3594873547554016, 0.7046223282814026, 0.7446243166923523, 0.595969021320343, 0.9877685308456421, 0.34128546714782715, 0.6237847208976746, 0.8872696757316589, 0.04101664200425148, 0.1585472673177719, 0.7077168226242065, 0.9051294326782227]",22
3,1.0,3,"[0.10384958982467651, 0.6618800759315491, 0.8720991015434265, 0.12584713101387024, 0.2268596887588501, 0.7405925393104553, 0.5177345871925354, 0.41338929533958435, 0.27683576941490173, 0.30157753825187683, 0.3896545469760895, 0.2458072453737259, 0.8522012233734131, 0.9542589783668518, 0.14004962146282196, 0.9777465462684631]",22
4,1.0,4,"[0.29913824796676636, 0.615626871585846, 0.15329575538635254, 0.7828539609909058, 0.9092310070991516, 0.8223283886909485, 0.014450844377279282, 0.13815978169441223, 0.4599913954734802, 0.835527777671814, 0.013726812787353992, 0.19638583064079285, 0.13633497059345245, 0.682057797908783, 0.697789192199707, 0.2123071253299713]",22
5,1.0,5,"[0.8323802351951599, 0.21604162454605103, 0.6441606879234314, 0.8600829243659973, 0.16984443366527557, 0.7977718710899353, 0.1794387847185135, 0.16387970745563507, 0.9717006087303162, 0.14685383439064026, 0.21292799711227417, 0.7859904170036316, 0.030781975015997887, 0.3907059133052826, 0.6461626291275024, 0.6873113512992859]",22
6,1.0,1,"[0.23482456803321838, 0.13301166892051697, 0.013798890635371208, 0.7776905298233032, 0.4510451555252075, 0.35386982560157776, 0.40495508909225464, 0.28032076358795166, 0.707669198513031, 0.04354060813784599, 0.9429972767829895, 0.06199531629681587, 0.8039230704307556, 0.8357701301574707, 0.4349721670150757, 0.07994196563959122]",22
1,6.0,1,"[0.1665341854095459, 0.08017358183860779, 0.6704620718955994, 0.9308232069015503, 0.9646800756454468, 0.35150325298309326, 0.8898007273674011, 0.3420514762401581, 0.26793763041496277, 0.5402576923370361, 0.5108471512794495, 0.37593746185302734, 0.6013987064361572, 0.33141234517097473, 0.4534195065498352, 0.08103994280099869]",23
2,1.0,2,"[0.3794666528701782, 0.051204703748226166, 0.19174504280090332, 0.7036992311477661, 0.4655017554759979, 0.9353613257408142, 0.5075103640556335, 0.32675740122795105, 0.5176159739494324, 0.7381432056427002, 0.9140443205833435, 0.7758720517158508, 0.7243633270263672, 0.29202473163604736, 0.2326069325208664, 0.9133405685424805]",23
